,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
1,2022-08-05,20:30,Bundesliga,Matchweek 1,Fri,Away,W,6.0,1.0,Eint Frankfurt,4.0,0.9,63.0,51500.0,Manuel Neuer,4-4-2,Deniz Aytekin,Match Report,,23.0,10.0,16.6,2023,Bayern Munich
2,2022-08-14,17:30,Bundesliga,Matchweek 2,Sun,Home,W,2.0,0.0,Wolfsburg,2.0,0.5,68.0,75000.0,Manuel Neuer,4-2-3-1,Harm Osmers,Match Report,,24.0,8.0,18.4,2023,Bayern Munich
3,2022-08-21,17:30,Bundesliga,Matchweek 3,Sun,Away,W,7.0,0.0,Bochum,2.9,0.7,64.0,26000.0,Manuel Neuer,4-4-2,Daniel Siebert,Match Report,,21.0,11.0,18.3,2023,Bayern Munich
4,2022-08-27,18:30,Bundesliga,Matchweek 4,Sat,Home,D,1.0,1.0,M'Gladbach,2.8,0.5,69.0,75000.0,Manuel Neuer,4-2-2-2,Daniel Schlager,Match Report,,33.0,20.0,17.4,2023,Bayern Munich
6,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,D,1.0,1.0,Union Berlin,1.5,0.3,74.0,22012.0,Manuel Neuer,4-2-3-1,Frank Willenborg,Match Report,,21.0,6.0,18.1,2023,Bayern Munich
8,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,D,2.0,2.0,Stuttgart,2.2,1.2,66.0,75000.0,Manuel Neuer,4-2-3-1,Christian Dingert,Match Report,,19.0,6.0,17.5,2023,Bayern Munich
10,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,L,0.0,1.0,Augsburg,1.6,1.7,76.0,30660.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,19.0,6.0,18.8,2023,Bayern Munich
11,2022-09-30,20:30,Bundesliga,Matchweek 8,Fri,Home,W,4.0,0.0,Leverkusen,1.9,0.8,62.0,75000.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,20.0,9.0,16.6,2023,Bayern Munich
13,2022-10-08,18:30,Bundesliga,Matchweek 9,Sat,Away,D,2.0,2.0,Dortmund,0.6,1.6,56.0,81365.0,Manuel Neuer,4-2-3-1,Deniz Aytekin,Match Report,,9.0,3.0,20.5,2023,Bayern Munich
15,2022-10-16,19:30,Bundesliga,Matchweek 10,Sun,Home,W,5.0,0.0,Freiburg,2.1,0.3,66.0,75000.0,Joshua Kimmich,4-2-3-1,Sascha Stegemann,Match Report,,16.0,8.0,18.4,2023,Bayern Munich
17,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,W,2.0,0.0,Hoffenheim,2.4,0.8,58.0,30150.0,Joshua Kimmich,4-2-3-1,Sven Jablonski,Match Report,,21.0,9.0,13.9,2023,Bayern Munich
19,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,W,6.0,2.0,Mainz 05,3.1,2.2,69.0,75000.0,Joshua Kimmich,4-2-3-1,Felix Zwayer,Match Report,,23.0,12.0,15.3,2023,Bayern Munich
21,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3.0,2.0,Hertha BSC,1.9,1.2,72.0,74667.0,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,14.0,4.0,17.1,2023,Bayern Munich
22,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,W,6.0,1.0,Werder Bremen,4.4,1.3,61.0,75000.0,Manuel Neuer,4-2-3-1,Robert Hartmann,Match Report,,20.0,9.0,14.4,2023,Bayern Munich
23,2022-11-12,18:30,Bundesliga,Matchweek 15,Sat,Away,W,2.0,0.0,Schalke 04,1.9,0.8,68.0,62271.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,21.0,6.0,18.7,2023,Bayern Munich
24,2023-01-20,20:30,Bundesliga,Matchweek 16,Fri,Away,,,,RB Leipzig,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
25,2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Home,,,,Köln,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
26,2023-01-28,18:30,Bundesliga,Matchweek 18,Sat,Home,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
28,2023-02-05,17:30,Bundesliga,Matchweek 19,Sun,Away,,,,Wolfsburg,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
29,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,,,,Bochum,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
31,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,,,,M'Gladbach,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
32,2023-02-26,17:30,Bundesliga,Matchweek 22,Sun,Home,,,,Union Berlin,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
33,2023-03-04,18:30,Bundesliga,Matchweek 23,Sat,Away,,,,Stuttgart,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
35,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,,,,Augsburg,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
36,2023-03-19,17:30,Bundesliga,Matchweek 25,Sun,Away,,,,Leverkusen,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
37,2023-04-01,,Bundesliga,Matchweek 26,Sat,Home,,,,Dortmund,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
38,2023-04-08,,Bundesliga,Matchweek 27,Sat,Away,,,,Freiburg,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
39,2023-04-15,,Bundesliga,Matchweek 28,Sat,Home,,,,Hoffenheim,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
40,2023-04-22,,Bundesliga,Matchweek 29,Sat,Away,,,,Mainz 05,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
41,2023-04-29,,Bundesliga,Matchweek 30,Sat,Home,,,,Hertha BSC,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
42,2023-05-06,,Bundesliga,Matchweek 31,Sat,Away,,,,Werder Bremen,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
43,2023-05-13,,Bundesliga,Matchweek 32,Sat,Home,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
44,2023-05-20,,Bundesliga,Matchweek 33,Sat,Home,,,,RB Leipzig,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
45,2023-05-27,,Bundesliga,Matchweek 34,Sat,Away,,,,Köln,,,,,,,,Head-to-Head,,,,,2023,Bayern Munich
1,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Away,W,4.0,0.0,Augsburg,1.3,0.7,47.0,25310.0,Christian Günter,4-2-3-1,Bastian Dankert,Match Report,,19.0,7.0,19.0,2023,Freiburg
2,2022-08-12,20:30,Bundesliga,Matchweek 2,Fri,Home,L,1.0,3.0,Dortmund,1.0,1.1,39.0,34700.0,Christian Günter,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,18.7,2023,Freiburg
3,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,W,1.0,0.0,Stuttgart,0.6,0.9,40.0,47500.0,Christian Günter,4-2-3-1,Felix Brych,Match Report,,9.0,3.0,22.0,2023,Freiburg
4,2022-08-26,20:30,Bundesliga,Matchweek 4,Fri,Home,W,1.0,0.0,Bochum,3.9,1.2,48.0,32800.0,Christian Günter,4-2-3-1,Marco Fritz,Match Report,,28.0,12.0,16.3,2023,Freiburg
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,W,3.0,2.0,Leverkusen,1.9,1.8,50.0,26853.0,Christian Günter,3-4-3,Sascha Stegemann,Match Report,,6.0,3.0,10.1,2023,Freiburg
7,2022-09-11,17:30,Bundesliga,Matchweek 6,Sun,Home,D,0.0,0.0,M'Gladbach,1.1,1.2,43.0,34700.0,Christian Günter,4-4-1-1,Tobias Stieler,Match Report,,12.0,7.0,14.6,2023,Freiburg
9,2022-09-18,19:30,Bundesliga,Matchweek 7,Sun,Away,D,0.0,0.0,Hoffenheim,1.0,0.7,50.0,24233.0,Christian Günter,4-2-3-1,Deniz Aytekin,Match Report,,14.0,4.0,18.1,2023,Freiburg
10,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2.0,1.0,Mainz 05,2.0,1.6,53.0,34700.0,Christian Günter,4-2-3-1,Sven Jablonski,Match Report,,13.0,6.0,13.8,2023,Freiburg
12,2022-10-09,17:30,Bundesliga,Matchweek 9,Sun,Away,D,2.0,2.0,Hertha BSC,1.0,1.6,58.0,40481.0,Christian Günter,4-2-3-1,Robert Schröder,Match Report,,9.0,4.0,14.3,2023,Freiburg
14,2022-10-16,19:30,Bundesliga,Matchweek 10,Sun,Away,L,0.0,5.0,Bayern Munich,0.3,2.1,34.0,75000.0,Christian Günter,4-4-2,Sascha Stegemann,Match Report,,6.0,0.0,17.5,2023,Freiburg
16,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2.0,0.0,Werder Bremen,2.9,0.5,61.0,34700.0,Christian Günter,3-4-3,Bastian Dankert,Match Report,,24.0,6.0,20.0,2023,Freiburg
18,2022-10-30,17:30,Bundesliga,Matchweek 12,Sun,Away,W,2.0,0.0,Schalke 04,2.3,0.6,55.0,61115.0,Christian Günter,4-2-3-1,Christian Dingert,Match Report,,17.0,7.0,16.4,2023,Freiburg
20,2022-11-06,17:30,Bundesliga,Matchweek 13,Sun,Home,W,2.0,0.0,Köln,1.4,0.5,55.0,33800.0,Christian Günter,4-2-3-1,Florian Badstübner,Match Report,,12.0,5.0,17.4,2023,Freiburg
21,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,L,1.0,3.0,RB Leipzig,0.2,2.9,42.0,41240.0,Christian Günter,3-5-2,Harm Osmers,Match Report,,3.0,2.0,16.1,2023,Freiburg
22,2022-11-13,17:30,Bundesliga,Matchweek 15,Sun,Home,W,4.0,1.0,Union Berlin,2.3,1.7,72.0,33800.0,Christian Günter,3-4-3,Deniz Aytekin,Match Report,,5.0,3.0,20.4,2023,Freiburg
23,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,,,,Wolfsburg,,,,,,,,Head-to-Head,,,,,2023,Freiburg
24,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,,,,2023,Freiburg
25,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,,,,Augsburg,,,,,,,,Head-to-Head,,,,,2023,Freiburg
26,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,,,,Dortmund,,,,,,,,Head-to-Head,,,,,2023,Freiburg
28,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,,,,Stuttgart,,,,,,,,Head-to-Head,,,,,2023,Freiburg
29,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,,,,Bochum,,,,,,,,Head-to-Head,,,,,2023,Freiburg
30,2023-02-26,15:30,Bundesliga,Matchweek 22,Sun,Home,,,,Leverkusen,,,,,,,,Head-to-Head,,,,,2023,Freiburg
31,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,,,,M'Gladbach,,,,,,,,Head-to-Head,,,,,2023,Freiburg
32,2023-03-12,15:30,Bundesliga,Matchweek 24,Sun,Home,,,,Hoffenheim,,,,,,,,Head-to-Head,,,,,2023,Freiburg
33,2023-03-19,19:30,Bundesliga,Matchweek 25,Sun,Away,,,,Mainz 05,,,,,,,,Head-to-Head,,,,,2023,Freiburg
34,2023-04-01,,Bundesliga,Matchweek 26,Sat,Home,,,,Hertha BSC,,,,,,,,Head-to-Head,,,,,2023,Freiburg
35,2023-04-08,,Bundesliga,Matchweek 27,Sat,Home,,,,Bayern Munich,,,,,,,,Head-to-Head,,,,,2023,Freiburg
36,2023-04-15,,Bundesliga,Matchweek 28,Sat,Away,,,,Werder Bremen,,,,,,,,Head-to-Head,,,,,2023,Freiburg
37,2023-04-22,,Bundesliga,Matchweek 29,Sat,Home,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,Freiburg
38,2023-04-29,,Bundesliga,Matchweek 30,Sat,Away,,,,Köln,,,,,,,,Head-to-Head,,,,,2023,Freiburg
39,2023-05-06,,Bundesliga,Matchweek 31,Sat,Home,,,,RB Leipzig,,,,,,,,Head-to-Head,,,,,2023,Freiburg
40,2023-05-13,,Bundesliga,Matchweek 32,Sat,Away,,,,Union Berlin,,,,,,,,Head-to-Head,,,,,2023,Freiburg
41,2023-05-20,,Bundesliga,Matchweek 33,Sat,Home,,,,Wolfsburg,,,,,,,,Head-to-Head,,,,,2023,Freiburg
42,2023-05-27,,Bundesliga,Matchweek 34,Sat,Away,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,,,,2023,Freiburg
1,2022-08-07,15:30,Bundesliga,Matchweek 1,Sun,Away,D,1.0,1.0,Stuttgart,1.6,0.8,67.0,46000.0,Péter Gulácsi,3-4-1-2,Tobias Stieler,Match Report,,28.0,9.0,19.4,2023,RB Leipzig
2,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Home,D,2.0,2.0,Köln,1.0,1.5,52.0,49579.0,Péter Gulácsi,3-1-4-2,Benjamin Brand,Match Report,,9.0,5.0,19.2,2023,RB Leipzig
3,2022-08-20,18:30,Bundesliga,Matchweek 3,Sat,Away,L,1.0,2.0,Union Berlin,0.9,0.7,73.0,21056.0,Willi Orban,3-1-4-2,Deniz Aytekin,Match Report,,16.0,1.0,18.6,2023,RB Leipzig
4,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,W,2.0,0.0,Wolfsburg,3.5,0.5,43.0,41243.0,Willi Orban,3-4-1-2,Bastian Dankert,Match Report,,15.0,6.0,15.1,2023,RB Leipzig
6,2022-09-03,18:30,Bundesliga,Matchweek 5,Sat,Away,L,0.0,4.0,Eint Frankfurt,0.2,3.1,56.0,49700.0,Péter Gulácsi,3-4-1-2,Felix Brych,Match Report,,4.0,0.0,12.2,2023,RB Leipzig
8,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,W,3.0,0.0,Dortmund,2.0,0.6,45.0,47069.0,Péter Gulácsi,4-2-3-1,Sven Jablonski,Match Report,,15.0,5.0,15.3,2023,RB Leipzig
10,2022-09-17,18:30,Bundesliga,Matchweek 7,Sat,Away,L,0.0,3.0,M'Gladbach,0.9,2.7,55.0,50186.0,Péter Gulácsi,4-2-3-1,Patrick Ittrich,Match Report,,12.0,5.0,14.8,2023,RB Leipzig
11,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,4.0,0.0,Bochum,3.9,0.1,70.0,44403.0,Péter Gulácsi,4-2-3-1,Florian Badstübner,Match Report,,15.0,8.0,17.7,2023,RB Leipzig
13,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,D,1.0,1.0,Mainz 05,1.0,0.6,63.0,26100.0,Willi Orban,4-2-3-1,Felix Brych,Match Report,,13.0,3.0,19.0,2023,RB Leipzig
15,2022-10-15,18:30,Bundesliga,Matchweek 10,Sat,Home,W,3.0,2.0,Hertha BSC,2.9,2.3,60.0,47069.0,Willi Orban,4-2-2-2,Harm Osmers,Match Report,,14.0,4.0,13.6,2023,RB Leipzig
17,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,D,3.0,3.0,Augsburg,2.4,1.6,67.0,25109.0,Willi Orban,4-2-2-2,Robert Schröder,Match Report,,18.0,7.0,17.6,2023,RB Leipzig
19,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,W,2.0,0.0,Leverkusen,1.2,0.1,46.0,45598.0,Willi Orban,3-4-3,Sven Jablonski,Match Report,,10.0,6.0,16.4,2023,RB Leipzig
21,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3.0,1.0,Hoffenheim,1.7,0.9,63.0,23127.0,Willi Orban,4-2-2-2,Martin Petersen,Match Report,,17.0,8.0,17.4,2023,RB Leipzig
22,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,W,3.0,1.0,Freiburg,2.9,0.2,58.0,41240.0,Willi Orban,4-4-2,Harm Osmers,Match Report,,15.0,7.0,17.7,2023,RB Leipzig
23,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,W,2.0,1.0,Werder Bremen,1.7,0.9,52.0,41500.0,Willi Orban,4-4-2,Matthias Jöllenbeck,Match Report,,14.0,3.0,16.5,2023,RB Leipzig
24,2023-01-20,20:30,Bundesliga,Matchweek 16,Fri,Home,,,,Bayern Munich,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
25,2023-01-24,18:30,Bundesliga,Matchweek 17,Tue,Away,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
26,2023-01-27,20:30,Bundesliga,Matchweek 18,Fri,Home,,,,Stuttgart,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
28,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,,,,Köln,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
29,2023-02-11,18:30,Bundesliga,Matchweek 20,Sat,Home,,,,Union Berlin,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
30,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,,,,Wolfsburg,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
32,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
33,2023-03-03,20:30,Bundesliga,Matchweek 23,Fri,Away,,,,Dortmund,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
34,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,,,,M'Gladbach,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
36,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,,,,Bochum,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
37,2023-04-01,,Bundesliga,Matchweek 26,Sat,Home,,,,Mainz 05,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
38,2023-04-08,,Bundesliga,Matchweek 27,Sat,Away,,,,Hertha BSC,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
39,2023-04-15,,Bundesliga,Matchweek 28,Sat,Home,,,,Augsburg,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
40,2023-04-22,,Bundesliga,Matchweek 29,Sat,Away,,,,Leverkusen,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
41,2023-04-29,,Bundesliga,Matchweek 30,Sat,Home,,,,Hoffenheim,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
42,2023-05-06,,Bundesliga,Matchweek 31,Sat,Away,,,,Freiburg,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
43,2023-05-13,,Bundesliga,Matchweek 32,Sat,Home,,,,Werder Bremen,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
44,2023-05-20,,Bundesliga,Matchweek 33,Sat,Away,,,,Bayern Munich,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
45,2023-05-27,,Bundesliga,Matchweek 34,Sat,Home,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,RB Leipzig
1,2022-08-05,20:30,Bundesliga,Matchweek 1,Fri,Home,L,1.0,6.0,Bayern Munich,0.9,4.0,37.0,51500.0,Sebastian Rode,3-4-3,Deniz Aytekin,Match Report,,8.0,2.0,17.9,2023,Eintracht Frankfurt
3,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1.0,1.0,Hertha BSC,1.6,1.7,61.0,45000.0,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,,11.0,1.0,12.6,2023,Eintracht Frankfurt
4,2022-08-21,15:30,Bundesliga,Matchweek 3,Sun,Home,D,1.0,1.0,Köln,0.9,0.3,54.0,50800.0,Sebastian Rode,4-2-3-1,Martin Petersen,Match Report,,9.0,3.0,19.9,2023,Eintracht Frankfurt
5,2022-08-28,17:30,Bundesliga,Matchweek 4,Sun,Away,W,4.0,3.0,Werder Bremen,1.8,1.8,46.0,41000.0,Sebastian Rode,4-2-3-1,Patrick Ittrich,Match Report,,10.0,6.0,12.7,2023,Eintracht Frankfurt
6,2022-09-03,18:30,Bundesliga,Matchweek 5,Sat,Home,W,4.0,0.0,RB Leipzig,3.1,0.2,44.0,49700.0,Sebastian Rode,4-2-3-1,Felix Brych,Match Report,,13.0,8.0,16.3,2023,Eintracht Frankfurt
8,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,L,0.0,1.0,Wolfsburg,0.7,1.0,62.0,49000.0,Kevin Trapp,4-2-3-1,Tobias Reichel,Match Report,,10.0,0.0,17.1,2023,Eintracht Frankfurt
10,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,W,3.0,1.0,Stuttgart,1.0,1.0,44.0,47500.0,Sebastian Rode,3-4-3,Daniel Siebert,Match Report,,13.0,8.0,18.6,2023,Eintracht Frankfurt
11,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Home,W,2.0,0.0,Union Berlin,0.8,1.0,47.0,50500.0,Sebastian Rode,3-4-3,Sascha Stegemann,Match Report,,13.0,4.0,23.0,2023,Eintracht Frankfurt
13,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,L,0.0,3.0,Bochum,0.9,0.6,54.0,24850.0,Kevin Trapp,4-2-2-2,Martin Petersen,Match Report,,12.0,2.0,24.1,2023,Eintracht Frankfurt
15,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Home,W,5.0,1.0,Leverkusen,3.9,0.4,49.0,49700.0,Kevin Trapp,3-4-3,Frank Willenborg,Match Report,,17.0,8.0,17.7,2023,Eintracht Frankfurt
17,2022-10-22,18:30,Bundesliga,Matchweek 11,Sat,Away,W,3.0,1.0,M'Gladbach,1.9,1.0,40.0,53019.0,Kevin Trapp,3-4-3,Daniel Siebert,Match Report,,15.0,5.0,19.3,2023,Eintracht Frankfurt
19,2022-10-29,18:30,Bundesliga,Matchweek 12,Sat,Home,L,1.0,2.0,Dortmund,1.9,0.6,58.0,50000.0,Sebastian Rode,3-4-3,Sascha Stegemann,Match Report,,20.0,6.0,16.8,2023,Eintracht Frankfurt
21,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2.0,1.0,Augsburg,1.2,1.2,58.0,30087.0,Sebastian Rode,3-4-3,Deniz Aytekin,Match Report,,12.0,7.0,17.6,2023,Eintracht Frankfurt
22,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,W,4.0,2.0,Hoffenheim,2.8,1.8,51.0,49000.0,Kevin Trapp,3-4-3,Felix Zwayer,Match Report,,14.0,7.0,17.1,2023,Eintracht Frankfurt
23,2022-11-13,15:30,Bundesliga,Matchweek 15,Sun,Away,D,1.0,1.0,Mainz 05,1.8,1.5,60.0,33305.0,Kevin Trapp,3-4-3,Robert Schröder,Match Report,,10.0,3.0,19.3,2023,Eintracht Frankfurt
24,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
25,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Away,,,,Freiburg,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
26,2023-01-28,18:30,Bundesliga,Matchweek 18,Sat,Away,,,,Bayern Munich,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
27,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Home,,,,Hertha BSC,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
29,2023-02-12,17:30,Bundesliga,Matchweek 20,Sun,Away,,,,Köln,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
30,2023-02-18,18:30,Bundesliga,Matchweek 21,Sat,Home,,,,Werder Bremen,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
32,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,,,,RB Leipzig,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
33,2023-03-05,17:30,Bundesliga,Matchweek 23,Sun,Away,,,,Wolfsburg,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
34,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,,,,Stuttgart,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
36,2023-03-19,15:30,Bundesliga,Matchweek 25,Sun,Away,,,,Union Berlin,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
37,2023-04-01,,Bundesliga,Matchweek 26,Sat,Home,,,,Bochum,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
38,2023-04-08,,Bundesliga,Matchweek 27,Sat,Away,,,,Leverkusen,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
39,2023-04-15,,Bundesliga,Matchweek 28,Sat,Home,,,,M'Gladbach,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
40,2023-04-22,,Bundesliga,Matchweek 29,Sat,Away,,,,Dortmund,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
41,2023-04-29,,Bundesliga,Matchweek 30,Sat,Home,,,,Augsburg,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
42,2023-05-06,,Bundesliga,Matchweek 31,Sat,Away,,,,Hoffenheim,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
43,2023-05-13,,Bundesliga,Matchweek 32,Sat,Home,,,,Mainz 05,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
44,2023-05-20,,Bundesliga,Matchweek 33,Sat,Away,,,,Schalke 04,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
45,2023-05-27,,Bundesliga,Matchweek 34,Sat,Home,,,,Freiburg,,,,,,,,Head-to-Head,,,,,2023,Eintracht Frankfurt
1,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,W,3.0,1.0,Hertha BSC,1.0,0.3,49.0,22012.0,Christopher Trimmel,3-5-2,Marco Fritz,Match Report,,19.0,8.0,19.0,2023,Union Berlin
2,2022-08-14,15:30,Bundesliga,Matchweek 2,Sun,Away,D,0.0,0.0,Mainz 05,0.4,0.7,51.0,25009.0,Rani Khedira,3-5-2,Daniel Schlager,Match Report,,10.0,2.0,22.8,2023,Union Berlin
3,2022-08-20,18:30,Bundesliga,Matchweek 3,Sat,Home,W,2.0,1.0,RB Leipzig,0.7,0.9,27.0,21056.0,Christopher Trimmel,3-5-2,Deniz Aytekin,Match Report,,7.0,2.0,17.2,2023,Union Berlin
4,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,W,6.0,1.0,Schalke 04,1.1,1.9,41.0,62271.0,Rani Khedira,3-5-2,Robert Hartmann,Match Report,,12.0,7.0,16.1,2023,Union Berlin
5,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,D,1.0,1.0,Bayern Munich,0.3,1.5,26.0,22012.0,Christopher Trimmel,3-5-2,Frank Willenborg,Match Report,,7.0,2.0,24.4,2023,Union Berlin
7,2022-09-11,15:30,Bundesliga,Matchweek 6,Sun,Away,W,1.0,0.0,Köln,1.5,0.6,47.0,49500.0,Christopher Trimmel,3-5-2,Benjamin Cortus,Match Report,,11.0,2.0,18.7,2023,Union Berlin
9,2022-09-18,15:30,Bundesliga,Matchweek 7,Sun,Home,W,2.0,0.0,Wolfsburg,1.4,0.3,48.0,22012.0,Christopher Trimmel,3-5-2,Robert Schröder,Match Report,,16.0,4.0,18.4,2023,Union Berlin
